# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
east dorset district council brownfield land register 2017 - data.gov.uk,https://www.data.gov.uk/dataset/065d33a6-1d0d-423b-87a8-d37a54eff68a/east-dorset-district-council-brownfield-land-register-2017,1
east dorset district council housing development 2018 - national data library,https://www.data.gov.uk/dataset/2a6ad1d7-befe-44de-b99a-611b220132c4/east-dorset-district-council-housing-development-2018,1
east dorset district council tree preservation orders jan 2018 - national data library,https://www.data.gov.uk/dataset/82c9[date]-480c-b0ce-efdadb77c406/east-dorset-district-council-tree-preservation-orders-jan-2018,1
east riding of yorkshire contaminated landv2 - data.gov.uk,https://www.data.gov.uk/dataset/bb0ff091-2d97-4267-8bea-dc09aa06ec1f/east-riding-of-yorkshire-contaminated-landv2,1
east riding of yorkshire regionally important geological sitesv1 - data.gov.uk,https://www.data.gov.uk/dataset/d4278d6b-cb6e-4b5f-a1e2-3586e2d369f3/east-riding-of-yorkshire-regionally-important-geological-sitesv1,1
eastbourne borough council's open data - data.gov.uk,https://www.data.gov.uk/dataset/c8949b37-6486-4cf1-b913-0ba380ecaade/eastbourne-borough-council-public-toilets,1
eastbourne brownfield land register - data.gov.uk,https://www.data.gov.uk/dataset/58b7d746-6d5d-45bf-a016-1084d2ba097a/eastbourne-brownfield-land-register,1
eastbourne contextual designations - data.gov.uk,https://www.data.gov.uk/dataset/0b11fa60-cf08-41dc-8be8-1a[date]b9/eastbourne-contextual-designations,1
eastern bolivia regional geochemical survey. - data.gov.uk,https://www.data.gov.uk/dataset/8ac1[date]-458c-8f9f-3d803ad3f5c3/eastern-bolivia-regional-geochemical-survey,1
"ebsd, ams and aarm data from whin sill rock samples - national data library",https://www.data.gov.uk/dataset/5fafe7a3-c9cb-4c35-af0f-57e58c86c8c4/ebsd-ams-and-aarm-data-from-whin-sill-rock-samples,1
ecoli - data.gov.uk,https://www.data.gov.uk/dataset/75513f51-a54a-4c2a-aaf1-fef95322ce88/ecoli,1
econet (multiple habitat inventories) - national data library,https://www.data.gov.uk/dataset/ce778b51-afc9-488e-98c6-2a54d2086a78/econet-multiple-habitat-inventories,1
"economic activity rate, employment rate and unemployment rate by ethnic group & nationality, borough - national data library",https://www.data.gov.uk/dataset/d1dd2c6b-645b-468b-97b8-[date]ecab/economic-activity-rate-employment-rate-and-unemployment-rate-by-ethnic-group-nationality-boroug1,1
economic impact of west yorkshire museums - data.gov.uk,https://www.data.gov.uk/dataset/0906d15f-7ab3-4149-bcbd-831e1acd5e32/economic-impact-of-west-yorkshire-museums,1
"ecosystem functions and vegetation data for winklebury hill, salisbury plain, uk 2016 - data.gov.uk",https://www.data.gov.uk/dataset/2d6439a7-a325-4053-a750-3081e2319187/ecosystem-functions-and-vegetation-data-for-winklebury-hill-salisbury-plain-uk-2016,1
ecosystem interactions on the somerset levels - data.gov.uk,https://www.data.gov.uk/dataset/f09c2638-2f04-4b1c-a64a-f50c43e8080f/ecosystem-interactions-on-the-somerset-levels2,1
ecosystem service map explorer: river ecosystem services (reach scale) - national data library,https://www.data.gov.uk/dataset/976b6a9a-4d67-4b30-a8b2-353bfe1ac6e7/ecosystem-service-map-explorer-river-ecosystem-services-reach-scale,1
"eddy covariance measurements of carbon dioxide, energy and water fluxes at a conservation managed fen, wicken sedge fen, cambridgeshire, uk, 2009 to 2010 - data.gov.uk",https://www.data.gov.uk/dataset/50d8082d-af20-4014-aa74-37fedb9dd220/eddy-covariance-measurements-of-carbon-dioxide-energy-and-water-fluxes-at-a-conservation-m-2010,1
"eddy covariance measurements of carbon dioxide, energy and water fluxes at a cropland and a grassland on lowland peat soils, east anglia, uk, [date] - data.gov.uk",https://www.data.gov.uk/dataset/ec09f39e-06ef-451e-a4ee-725fbae46438/eddy-covariance-measurements-of-carbon-dioxide-energy-and-water-fluxes-at-a-cropland-[date],1
edinburgh world heritage site - data.gov.uk,https://www.data.gov.uk/dataset/fc07e14f-f9e2-4277-b030-07286fa2f2df/edinburgh-world-heritage-site,1
edinburgh world heritage trust site - data.gov.uk,https://www.data.gov.uk/dataset/5fad8629-2a98-45f0-9e91-e7661c419a1e/edinburgh-world-heritage-trust-site?utm_source=chatgpt.com,1
education and training in england - data.gov.uk,https://www.data.gov.uk/dataset/2c2375ec-1c88-4999-b954-80291ed6c5ac/education-and-training-in-england,1
education and training in england: offenders' learning and skills service - data.gov.uk,https://www.data.gov.uk/dataset/7fa27a31-3c84-464d-8c97-7c9c755c697e/education-and-training-in-england-offender-s-learning-and-skills-service,1
"education attainment: foundation, phonics, and key stage 1 - national data library",https://www.data.gov.uk/dataset/a6a585f3-5f00-4a3e-be31-f[date]20d/education-attainment-foundation-phonics-and-key-stage-1,1
education facilities - data.gov.uk,https://www.data.gov.uk/dataset/9cc416bd-d93b-[date]-c151c8decba2/education-facilities1,1
education_institutions - data.gov.uk,https://www.data.gov.uk/dataset/e743ab0e-2398-47e9-bf1d-a4878809f893/education-institutions,1
efa payments - data.gov.uk,https://www.data.gov.uk/dataset/d89deb81-94c6-4a3e-a0cc-f6cc0192193e/efa-payments,1
"einrichtungen, die zum export von tieren und tierischen produkten nach großbritannien zugelassen sind – national data library",https://www.data.gov.uk/dataset/595901f1-b613-475e-a32b-c02c0085675d/establishments-approved-to-export-gb,1
eir (environmental information regulations) - % in time - national data library,https://www.data.gov.uk/dataset/[date]-357c-47d2-a755-f676edd38f2a/kpi-foi02-06a,1
eldp housing development boundary - data.gov.uk,https://www.data.gov.uk/dataset/8561345f-[date]-88d0-[date]1701/snpa-eldp-housing-development-boundary,1
election results - data.gov.uk,https://www.data.gov.uk/dataset/087fa2f8-d389-4f2f-93b9-40c3f51c00d5/election-results-cbc,1
election results - local - data.gov.uk,https://www.data.gov.uk/dataset/b39862d2-db02-4a03-a1cb-e8c[date]7/election-results-local?utm_source=chatgpt.com,1
election results - national data library,https://www.data.gov.uk/dataset/884fc1f4-a50c-495f-b8ad-5b2be5624b16/election-results1,1
elections - councillor candidates - data.gov.uk,https://www.data.gov.uk/dataset/f3f6aa6e-f5ba-4b3a-8d6c-5b1604ded863/elections-councillor-candidates,1
elections - parish and town councils - data.gov.uk,https://www.data.gov.uk/dataset/7deea102-0f13-4cd6-a8ef-73c8ae8acfe2/elections-parish-and-town-councils,1
elector statistics - data.gov.uk,https://www.data.gov.uk/dataset/5769555d-d241-4347-bf5e-0e2951deb9c5/elector-statistics,1
"electoral statistics, scotland - data.gov.uk",https://www.data.gov.uk/dataset/07e3c44b-[date]-9f1c-db11ea91da1d/electoral_statistics_scotland,1
electoral wards - aberdeenshire - data.gov.uk,https://www.data.gov.uk/dataset/e0c88017-7e10-4322-9c62-24217f908187/electoral-wards-aberdeenshire,1
electorate - data.gov.uk,https://www.data.gov.uk/dataset/1880a683-8d7e-494e-a636-f752120bc9eb/electorate1,1
electorate - national data library,https://www.data.gov.uk/dataset/1880a683-8d7e-494e-a636-f752120bc9eb/electorate1,1
electors by ward and polling district - data.gov.uk,https://www.data.gov.uk/dataset/77c0e278-b156-4e4c-bcbd-3cbbb4286477/electors-by-ward-and-polling-district1,1
electric vehicle chargepoints operated by leeds city council. - data.gov.uk,https://www.data.gov.uk/dataset/5bb5c097-0e2f-42a3-8aee-1c0189a39082/electric-vehicle-chargepoints-operated-by-leeds-city-council1?utm_source=chatgpt.com,1
electric vehicle chargepoints operated by leeds city council. - national data library,https://www.data.gov.uk/dataset/5bb5c097-0e2f-42a3-8aee-1c0189a39082/electric-vehicle-chargepoints-operated-by-leeds-city-council1?utm_source,1
electric vehicle charging points - national data library,https://www.data.gov.uk/dataset/8bed1fb4-6cc5-47ac-ad06-af3a76daf896/electric-vehicle-charging-points_,1
electric vehicle charging points installed as part of the coventry and birmingham low emissions demonstrator (cabled) project - data.gov.uk,https://www.data.gov.uk/dataset/f5e776b9-4022-4d2d-91c4-56e72b27db5c/birmingham-electric-vehicles-charging-points-2011,1
electric vehicle charging points installed as part of the coventry and birmingham low emissions demonstrator (cabled) project - national data library,https://www.data.gov.uk/dataset/f5e776b9-4022-4d2d-91c4-56e72b27db5c/birmingham-electric-vehicles-charging-points-2011,1
"electrical resistance of trees and soil in ankasa forest, ghana, 2019 - data.gov.uk",https://www.data.gov.uk/dataset/d427c006-db8a-4ad5-9ef3-b84b7461a17a/electrical-resistance-of-trees-and-soil-in-ankasa-forest-ghana-2019,1
electricity consumption - national data library,https://www.data.gov.uk/dataset/954d89f4-ebde-42da-b6e4-7eecc51b5426/electricity-consumption1,1
electricity consumption on defra estate july 2012 to april 2016 - data.gov.uk,https://www.data.gov.uk/dataset/bb02aecd-397b-4fd9-a456-0ef21e40988f/electricity-consumption-on-defra-estate-july-2012-to-april-20162,1
electricity usage - data.gov.uk,https://www.data.gov.uk/dataset/6dbd16ac-4595-4ab9-923e-47a54dab9dbc/electricity-usage1,1
electronic seeds plant (esp) - data.gov.uk,https://www.data.gov.uk/dataset/a31e8317-a64b-4ea2-8d63-e9af9e1cb8c0/electronic-seeds-plant-esp,1
electronic seeds plant (esp) - national data library,https://www.data.gov.uk/dataset/a31e8317-a64b-4ea2-8d63-e9af9e1cb8c0/electronic-seeds-plant-esp,1
"elemental and isotopic data for timed exchange experiments between clay, mineral water and seawater - data.gov.uk",https://www.data.gov.uk/dataset/742af6ef-6043-4b6e-b95b-cebe6c544598/elemental-and-isotopic-data-for-timed-exchange-experiments-between-clay-mineral-water-and-seawa,1
"elemental and radionuclide concentrations for several vegetation species from a site in extremadura, spain - national data library",https://www.data.gov.uk/dataset/1c61b8fd-a52f-438f-[date]347bcaf8/elemental-and-radionuclide-concentrations-for-several-vegetation-species-from-a-site-in-extrema,1
ellesmere port-1 core scanning dataset - data.gov.uk,https://www.data.gov.uk/dataset/0a4a8b09-a210-4018-afc8-2f95c38493ee/ellesmere-port-1-core-scanning-dataset,1
email license application database - data.gov.uk,https://www.data.gov.uk/dataset/f3756824-faf2-41d1-86a6-22b50f22b662/email-license-application-database,1
email service - national data library,https://www.data.gov.uk/dataset/ae201611-d9e3-4f68-8660-a9e918eb0b46/email-service,1
embankments - data.gov.uk,https://www.data.gov.uk/dataset/[date]-5a6d-4ee9-adef-6532a5866e91/https-data-canalrivertrust-opendata-arcgis-com-datasets-4681b671c217455d896256cd52640f2d_0-explore,1
emergency care waiting times - national data library,https://www.data.gov.uk/dataset/0632d640-7ef3-4b25-93d4-65bb751dcb15/emergency-care-waiting-times,1
emergency hospital admissions for hip fractures (age 65 and over) - data.gov.uk,https://www.data.gov.uk/dataset/21ea31fd-e61e-41d4-8384-f467e357989a/emergency-hospital-admissions-for-hip-fractures-age-65-and-over,1
emergency readmissions within 30 days of discharge from hospital (ccgois 3.2) - national data library,https://www.data.gov.uk/dataset/[date]-a1e1-419d-a6f4-f71ed653e461/emergency-readmissions-within-30-days-of-discharge-from-hospital-ccgois-3-21,1
emergency service gazetteer - data.gov.uk,https://www.data.gov.uk/dataset/2a3378d5-da3a-4de4-974b-4a8f4792aac6/emergency-service-gazetteer,1
emissions in-use compliance - data.gov.uk,https://www.data.gov.uk/dataset/f47f679f-aa95-425d-a76a-0ef3c84ba5b8/emissions-in-use-compliance,1
emissions of air pollutants - data.gov.uk,https://www.data.gov.uk/dataset/211d1057-b794-45a7-9ac0-ac7e8c17127e/emissions_of_air_pollutants?utm_source=chatgpt.com,1
employee injury incidents - data.gov.uk,https://www.data.gov.uk/dataset/91f68ab4-738a-4a91-8f5d-4530b9379eb1/employee-injury-incidents,1
employee performance markings - data.gov.uk,https://www.data.gov.uk/dataset/c328b504-ee6d-40c9-8fe1-fc03c39fc6bd/employee-performance-markings,1
"employees - grade, gender and ethnicity - data.gov.uk",https://www.data.gov.uk/dataset/70cf71d2-f7eb-400d-a282-fc6782e3c9ac/employees-grade-gender-and-ethnicity,1
employers who fail to pay national minimum or national living wage - national data library,https://www.data.gov.uk/dataset/395e42e6-275f-41c6-89b1-c3e3dc5fe154/employers-who-fail-to-pay-national-minimum-or-national-living-wage,1
employment agency standards inspectorate enforcement database - national data library,https://www.data.gov.uk/dataset/f1ff17bc-f52f-4b29-8c35-6f605eec9c9f/employment-agency-standards-inspectorate-enforcement-database,1
employment and support allowance - data.gov.uk,https://www.data.gov.uk/dataset/25a61d2a-eeea-440a-a114-2e9bd0d52256/employment_and_support_allowance,1
employment by broad industrial group - data.gov.uk,https://www.data.gov.uk/dataset/76819d43-da5c-[date]-88127e7f09a0/employment-by-broad-industrial-group1,1
employment land - data.gov.uk,https://www.data.gov.uk/dataset/46799a50-5f39-42be-9e20-256e9265591d/employment-land2020,1
employment land audit - fife - data.gov.uk,https://www.data.gov.uk/dataset/f18c[date]-4f51-ac21-086602ff5491/employment-land-audit-fife,1
employment monitoring report - home office - national data library,https://www.data.gov.uk/dataset/[date]-7a05-40d4-ad5d-f1e3ecf4b329/employment-monitoring-report-home-office,1
employment rate (%) (female) - data.gov.uk,https://www.data.gov.uk/dataset/dacc2085-72a7-4f5f-854b-7084d04bf07f/kpi-cjge72,1
employment rates of working age by qualification level - data.gov.uk,https://www.data.gov.uk/dataset/68a01c15-2276-4bfb-8f29-5a0e0e5e20ee/employment_rates_of_working_age_by_qualification_level,1
employment sites - data.gov.uk,https://www.data.gov.uk/dataset/70119c17-02d8-47ed-8c73-fe53352fae86/employment-sites,1
employment tribunal and eat statistics - data.gov.uk,https://www.data.gov.uk/dataset/1ee07c11-a705-4e93-9bc4-0908f90836dc/employment_tribunal_and_eat_statistics,1
employment tribunal and eat statistics - national data library,https://www.data.gov.uk/dataset/1ee07c11-a705-4e93-9bc4-0908f90836dc/employment_tribunal_and_eat_statistics,1
employment zones - data.gov.uk,https://www.data.gov.uk/dataset/236f1f1c-03c1-46e2-92c1-bb0c0b12def7/employment-zones1,1
employment/industrial areas - data.gov.uk,https://www.data.gov.uk/dataset/dcf60d8e-2e5c-464c-abd5-6ceb6b34395c/employment-industrial-areas,1
employment_site_b1_b2_b8 - data.gov.uk,https://www.data.gov.uk/dataset/08037e23-7d18-4c34-9d3d-8ba13b67dd40/employment-site-b1-b2-b8,1
empty homes - data.gov.uk,https://www.data.gov.uk/dataset/2ddb6393-33e5-4428-9d2d-ac0c29a9f1a4/empty-homes2,1
empty homes - data.gov.uk,https://www.data.gov.uk/dataset/[date]-501d-4acb-92c2-2b1fafe9c5b4/empty-homes1?utm_source=chatgpt.com,1
empty homes allocations - national data library,https://www.data.gov.uk/dataset/c86b1537-b0d0-44b8-[date]47bc9f55/empty-homes-allocations,1
en2: candidate local geological site - data.gov.uk,https://www.data.gov.uk/dataset/438ff603-90c1-4aab-[date]8473ef3d/en2-candidate-local-geological-site,1
en2: candidate local wildlife sites - data.gov.uk,https://www.data.gov.uk/dataset/6efb5007-38f4-4c55-9162-a500daf1e4bd/en2-candidate-local-wildlife-sites,1
en2: local wildlife sites - data.gov.uk,https://www.data.gov.uk/dataset/70e79615-d09a-4dc3-b1cb-86a260af170c/en2-local-wildlife-sites,1
end of life vehicles - authorised treatment facilities - public register - national data library,https://www.data.gov.uk/dataset/f03557b2-[date]-a4b7-ccd539922cc3/end-of-life-vehicles-authorised-treatment-facilities-public-register6,1
energy certificates - data.gov.uk,https://www.data.gov.uk/dataset/918321ce-9e58-4c36-a631-d3ff113b628a/energy-certificates,1
energy consumption in the uk - data.gov.uk,https://www-data-gov-uk.translate.goog/dataset/26afb14b-be9a-4722-916e-10655d0edc38/energy_consumption_in_the_uk?_x_tr_sl=en&_x_tr_tl=fa&_x_tr_hl=fa&_x_tr_pto=sc,1
energy follow up survey (efus) electricity monitoring data - 18000+ - data.gov.uk,https://www.data.gov.uk/dataset/6450ec6b-e985-43e1-b284-613d6486b5ee/energy-follow-up-survey-efus-electricity-monitoring-data--18000,1
energy follow up survey (efus) interview data - 18 datasets - data.gov.uk,https://www.data.gov.uk/dataset/234b389c-9d34-48f4-a632-2b6b688a2639/energy-follow-up-survey-efus-interview-data--18-datasets,1
energy follow up survey (efus) interview data - 18 datasets - national data library,https://www.data.gov.uk/dataset/234b389c-9d34-48f4-a632-2b6b688a2639/energy-follow-up-survey-efus-interview-data--18-datasets,1
